driver_id,driver_name,join_date,rating,total_rides,earnings
1823,Raunak Dara,1/18/2023,4.71,219,958.12
1824,Yasmin Virk,9/6/2022,4.43,301,2596.39
1825,Aarav Deo,9/30/2022,4.73,210,520.08
1826,Anya Hayer,4/23/2023,3.29,464,4810.43
1827,Vedika Bandi,8/7/2023,4.32,241,4341.22
1828,Biju Dora,9/26/2022,4.39,172,3811.97
1829,Anvi Sachdeva,4/18/2023,3.35,104,3898.79
1830,Samiha Rajagopalan,5/29/2023,3.78,274,2627.89
1831,Nishith Ray,12/2/2022,4.9,347,3443.81
1832,Sumer Loke,9/30/2022,4.4,360,2017.28
1833,Devansh Rama,9/18/2022,4.12,368,2331.52
1834,Jhanvi Bhatia,6/8/2023,3.1,293,1335.54
1835,Onkar Ratti,8/30/2022,3.45,353,3456.37
1836,Ehsaan Mangat,3/1/2023,4.27,358,3716.3
1837,Jayan Sha,10/11/2022,3.5,391,1232.89
1838,Hrishita Sami,1/29/2023,4.81,216,1474.47
1839,Keya Kothari,4/10/2023,3.79,430,882.22
1840,Tarini Bhattacharyya,8/16/2022,4.45,188,658.91
1841,Vihaan Baral,12/23/2022,3.2,448,2586.68
1842,Nehmat Raval,2/19/2023,4.55,92,4822.66
1843,Mohanlal Bahri,9/11/2022,3.52,171,1875.11
1844,Sara Thaker,5/5/2023,3.54,452,2329.08
1845,Armaan Solanki,11/22/2022,4.21,211,4441.21
1846,Vidur Bir,6/8/2023,4.85,233,1632.69
1847,Mahika Walia,1/1/2023,4.37,489,4848.55
1848,Chirag Venkataraman,9/17/2022,4.5,280,2322.34
1849,Damini Chakrabarti,6/23/2023,3.74,203,3338.48
1850,Sara Kanda,7/4/2023,4.05,383,536.4
1851,Aradhya Khurana,7/1/2023,4.85,300,1476.85
1852,Amira Khare,4/11/2023,3.04,115,3000.87
1853,Darshit Jaggi,7/30/2023,3.57,335,2793.87
1854,Anika Yogi,1/15/2023,4.65,444,1882.97
1855,Onkar Verma,3/5/2023,3.17,375,1234.93
1856,Reyansh Badami,2/21/2023,4.21,329,1019.37
1857,Pihu Mani,7/11/2023,4.93,144,1298.86
1858,Manjari Hayer,12/25/2022,3.3,81,2243.87
1859,Lagan Datta,4/9/2023,4.76,389,2702.7
1860,Riaan Sood,11/17/2022,3.56,437,1841.8
1861,Kartik Apte,10/3/2022,3.11,104,1010.45
1862,Hridaan Sinha,7/20/2023,3.6,361,1765.01
1863,Tanya Ray,1/19/2023,3.64,318,4478.26
1864,Diya Chaudhuri,11/4/2022,4.99,82,1838.16
1865,Riya Dara,7/23/2023,4.08,83,2855.75
1866,Vivaan Iyer,6/5/2023,3.44,184,2878.28
1867,Navya Lall,11/11/2022,3.24,432,4865.91
1868,Kismat Jain,10/23/2022,3.44,283,4326.09
1869,Shlok Virk,2/8/2023,4.11,148,2870.9
1870,Vardaniya Tailor,12/24/2022,4.34,118,545.47
1871,Nirvaan Butala,9/7/2022,4.68,322,2493.1
1872,Raunak Dubey,9/2/2022,3.89,131,1589.71
1873,Yuvaan Garg,1/23/2023,3.81,407,4592.55
1874,Advik Tak,2/5/2023,3.81,441,4776.85
1875,Samiha Vohra,8/10/2022,4.7,219,4172.42
1876,Anya Raman,6/12/2023,3.31,284,2229.99
1877,Pranay Gill,11/2/2022,3.88,148,4757.13
1878,Shray Sarna,8/30/2022,4.72,82,3647.26
1879,Keya Bhatnagar,7/9/2023,3.54,234,764.28
1880,Vaibhav Kulkarni,10/3/2022,4.3,466,2869.74
1881,Dhanush Agate,11/24/2022,4.37,366,1405.04
1882,Shalv Vaidya,5/11/2023,4,226,4991.08
1883,Aaryahi Mammen,12/29/2022,4.92,212,1863.17
1884,Anahita Barad,7/20/2023,3.33,246,3539.79
1885,Parinaaz Mani,12/16/2022,3.93,189,4862.61
1886,Rhea Deshmukh,2/7/2023,3.64,378,1305.85
1887,Zaina Khosla,11/5/2022,3.13,114,1088.72
1888,Shalv Salvi,9/9/2022,4.13,317,3670.58
1889,Dishani Gaba,12/19/2022,4.95,111,4272.54
1890,Dhanush Swamy,5/17/2023,4.96,424,4679.8
1891,Ira Tata,1/29/2023,4.47,403,3152.78
1892,Amani Maharaj,9/8/2022,3.19,273,3886.4
1893,Myra Arya,1/24/2023,4.17,316,2266.56
1894,Advika Gola,4/2/2023,3.59,274,789.01
1895,Ela Sane,4/13/2023,3.01,213,866
1896,Kabir Krishnamurthy,11/4/2022,3.38,264,4345.6
1897,Stuvan Sekhon,2/22/2023,3.09,181,4898.98
1898,Veer Chand,3/7/2023,3.69,350,3362.24
1899,Tushar Chatterjee,12/9/2022,3.52,363,4914.27
1900,Eshani Dara,1/28/2023,4.97,83,1594.67
1901,Anay Luthra,12/24/2022,4.61,295,1594.04
1902,Dhanush Dhingra,4/24/2023,4.38,369,859.8
1903,Ishaan Ramesh,3/23/2023,3.43,427,505.93
1904,Arnav Madan,10/5/2022,4.88,304,2628.56
1905,Amani Mand,3/9/2023,4.32,117,1204.59
1906,Taimur Sani,12/1/2022,4.32,348,3428.99
1907,Aaina Bora,8/3/2023,4.63,176,2126.46
1908,Ayesha Saran,6/26/2023,4.9,169,1416.38
1909,Anahita Loyal,2/23/2023,3.59,107,4898.44
1910,Aarush Borah,10/25/2022,3.47,82,1675.7
1911,Indranil Agate,3/29/2023,4.01,234,3765.38
1912,Urvi Bahl,5/14/2023,3.51,177,752.87
1913,Shalv Sood,2/6/2023,3.74,115,2098.02
1914,Ahana  Bora,5/4/2023,4.18,183,2934.81
1915,Saksham Balan,1/3/2023,3.11,256,4018.27
1916,Aarna Subramaniam,10/8/2022,3.36,418,4173.99
1917,Jayesh Thaker,11/10/2022,4.31,229,4689.94
1918,Divit Bhavsar,6/30/2023,3.14,338,4479.32
1919,Biju Uppal,3/2/2023,4.49,100,1686.12
1920,Reyansh Dey,12/14/2022,3.89,391,3427.61
1921,Jayesh Mahal,4/11/2023,4.08,91,1234.83
1922,Keya Banerjee,6/11/2023,3.91,322,4819.14
1923,Ahana  Keer,7/13/2023,4.72,201,4068.31
1924,Siya Dutta,10/15/2022,4.28,131,2526.74
1925,Nishith Konda,3/7/2023,4.66,438,1808.77
1926,Drishya Ray,12/19/2022,4.25,385,3646.73
1927,Zeeshan Rege,1/13/2023,3.22,341,3304.1
1928,Hrishita Kalita,2/5/2023,3.87,56,4799.71
1929,Hazel Rastogi,7/18/2023,4.11,160,4856.13
1930,Ishita Bassi,12/15/2022,3.21,141,1097.46
1931,Emir Dasgupta,3/13/2023,4.91,163,4700.43
1932,Fateh Chaudhry,10/16/2022,3.14,305,3099.59
1933,Armaan Bobal,1/7/2023,3.11,166,2543.78
1934,Indrans Joshi,4/6/2023,3.29,328,4514.98
1935,Samarth Vala,1/6/2023,3.24,388,2208.21
1936,Divyansh Kadakia,4/7/2023,3.9,401,2496.95
1937,Sara Sastry,4/3/2023,4.83,284,1453.11
1938,Divyansh Deol,6/29/2023,4.78,276,895.25
1939,Bhamini Vaidya,7/19/2023,3.44,163,3020.74
1940,Nishith Dhar,1/18/2023,4.5,269,2658.22
1941,Miraya Zacharia,8/2/2023,4.62,183,3468.15
1942,Nitara Kamdar,1/10/2023,4.1,256,4528.36
1943,Mehul Ravi,7/3/2023,3.19,302,1922.76
1944,Nirvi Sathe,1/10/2023,4.53,249,1022.92
1945,Miraya Ganesan,10/30/2022,3.58,198,2324.24
1946,Kiara Kamdar,3/30/2023,4.71,182,3786.88
1947,Eshani Setty,12/15/2022,3.81,161,4759.6
1948,Sumer Gade,9/4/2022,3.03,397,1881.64
1949,Dhanush Madan,3/23/2023,3.74,111,824.97
1950,Diya Shukla,5/7/2023,3.65,297,1835.47
1951,Ishita Mand,8/16/2022,3.73,77,888.35
1952,Bhamini Tella,4/22/2023,3.02,496,3285.62
1953,Armaan Kashyap,8/2/2023,3.74,238,4804.89
1954,Anika Kara,8/17/2022,4.97,487,623.28
1955,Dishani Keer,5/29/2023,4.27,298,4053.23
1956,Kabir Mandal,4/6/2023,3.66,140,2662.93
1957,Kiaan Kala,2/3/2023,4.31,192,4671.7
1958,Navya Behl,1/4/2023,4.65,354,2539.79
1959,Taimur Sane,8/2/2023,3.38,238,3984.44
1960,Tarini Chanda,9/14/2022,4.19,281,1820.03
1961,Khushi Sachdeva,6/14/2023,4.81,204,4632.42
1962,Azad Bajwa,1/5/2023,4.19,408,3469.29
1963,Jiya Barman,10/21/2022,3.75,364,4383.56
1964,Alia Lad,5/8/2023,4.73,350,4367.62
1965,Aniruddh Chauhan,11/10/2022,4.44,405,1690.24
1966,Romil Walia,10/10/2022,3.61,290,4083.52
1967,Advik Kakar,11/12/2022,3.73,477,1349.38
1968,Jhanvi Reddy,9/10/2022,4.56,490,4115.99
1969,Zara Dugar,4/17/2023,3.26,368,1032.16
1970,Ishita Gade,1/1/2023,3.95,425,3961.61
1971,Aayush Varghese,3/3/2023,3.01,256,2999.54
1972,Veer Zacharia,6/25/2023,3.69,263,1511.98
1973,Anvi Chatterjee,12/16/2022,4.86,347,3182.6
1974,Yakshit Kant,8/11/2022,3.72,340,1093.44
1975,Arnav Dhar,11/3/2022,3.05,318,4644.81
1976,Ivan Chaudhuri,8/31/2022,4.16,206,3516.15
1977,Aayush Atwal,7/18/2023,3.44,421,2066.81
1978,Vardaniya Sabharwal,10/7/2022,4.54,340,3559.99
1979,Mohanlal Thaman,4/28/2023,3.71,233,4095.44
1980,Yuvaan Mallick,1/30/2023,3.86,64,2782.17
1981,Jivika Gade,1/5/2023,4.24,278,4668.76
1982,Fateh Goda,3/18/2023,3.21,454,1053.65
1983,Ivana Gopal,6/24/2023,4.37,287,3481.21
1984,Kimaya Aurora,8/5/2023,3.68,181,4567.65
1985,Hiran Sanghvi,4/16/2023,3.26,487,2033.97
1986,Lakshit Ray,1/9/2023,3.26,438,4561.41
1987,Divit Choudhry,5/6/2023,3.7,310,2516.03
1988,Nishith Golla,6/4/2023,3.23,235,4144.97
1989,Dharmajan Chahal,6/7/2023,3.48,187,4014.18
1990,Anahita Srivastava,3/9/2023,3.79,372,2013.18
1991,Ishita Srinivas,5/21/2023,4.71,417,3557.07
1992,Nitara Mann,12/23/2022,3.52,423,4359.36
1993,Raunak Tripathi,2/22/2023,4.82,113,4640.66
1994,Mohanlal Datta,5/20/2023,4.64,421,1222.78
1995,Uthkarsh Ravel,10/15/2022,3.99,337,1679.17
1996,Miraya Ganesh,9/4/2022,4.01,341,3492.17
1997,Kaira Deshpande,1/25/2023,3.19,477,4519.28
1998,Vaibhav Dugar,9/21/2022,4.51,240,4342.28
1999,Trisha Dugal,4/29/2023,3.43,320,4261.48
2000,Ira Bhatti,5/26/2023,4.58,168,4851.51
2001,Anika Dugar,10/2/2022,4.54,221,1829.4
2002,Shamik Apte,11/10/2022,4.58,87,4107.12
2003,Indrajit Setty,11/14/2022,3.07,99,3969.07
2004,Faiyaz Srinivas,11/30/2022,3.49,128,2658.98
2005,Pihu Guha,10/25/2022,3.79,178,4747.97
2006,Kavya Ratti,6/6/2023,3.44,448,3259.66
2007,Amani Lalla,5/11/2023,3.68,484,4740.77
2008,Kimaya Hayre,12/2/2022,4.18,387,3772.89
2009,Abram Sachar,5/10/2023,3.05,328,1149.79
2010,Advika Srinivasan,8/13/2022,3.25,395,2557.79
2011,Hazel Edwin,10/18/2022,3.58,465,1677.84
2012,Yasmin Sarma,12/21/2022,4.05,145,3555.28
2013,Shalv Biswas,6/29/2023,3.53,137,4290.76
2014,Siya Sant,6/14/2023,4.94,276,2954.94
2015,Advika Apte,12/30/2022,4.81,166,3258.69
2016,Rohan Ray,7/31/2023,3.3,136,1081.72
2017,Amani Vyas,8/20/2022,3.32,437,3386.02
2018,Darshit Raju,8/16/2022,3.16,430,1861.22
2019,Rati Bal,9/30/2022,3.58,321,1414.74
2020,Vaibhav Som,11/24/2022,3.48,381,3227.95
2021,Gatik Sami,5/15/2023,3.48,336,3470.09
2022,Dhruv Divan,11/25/2022,4.15,74,3063.51
2023,Miraya Doshi,7/16/2023,3.73,341,3857.34
2024,Stuvan Bumb,6/15/2023,3.12,201,508.54
2025,Nitya Char,12/4/2022,4.48,395,3634.95
2026,Kartik Majumdar,2/8/2023,4.03,315,1225.86
2027,Veer Khatri,6/20/2023,3.35,213,4539.06
2028,Anaya Ravel,8/24/2022,3.46,141,2979.75
2029,Ivana Char,8/26/2022,4.73,411,1931.99
2030,Kismat Loyal,8/27/2022,3.31,344,2065.9
2031,Samar Yohannan,5/14/2023,4,56,4047.48
2032,Kabir Sekhon,11/8/2022,3.83,328,1307.55
2033,Nayantara Mani,12/25/2022,3.63,255,3017.86
2034,Piya Shankar,6/8/2023,3.97,123,1252.34
2035,Raunak Kar,9/17/2022,4.28,370,2424.44
2036,Prisha Kohli,5/25/2023,4.4,134,770.3
2037,Nirvi Manne,11/12/2022,3.46,315,4160.53
2038,Zara Kala,4/14/2023,4.06,120,3532.06
2039,Sana Ramakrishnan,11/29/2022,3.72,211,1926.43
2040,Advika Gill,4/14/2023,3.19,151,821.16
2041,Adira Behl,5/29/2023,4.79,385,3286.95
2042,Anvi Goyal,11/30/2022,4.31,469,2593.54
2043,Abram Hari,2/21/2023,3.76,492,2921.18
2044,Jivin Sengupta,4/26/2023,4.13,295,2781.26
2045,Anaya Mani,8/4/2023,3.04,238,4077.38
2046,Badal Aggarwal,7/5/2023,3.45,127,2497.59
2047,Umang Rau,5/14/2023,4.32,390,4730.37
2048,Ivana Raman,4/27/2023,3.25,57,2577.95
2049,Diya Uppal,3/6/2023,3.83,154,3450.04
2050,Nitara Kadakia,10/14/2022,3.45,493,976.23
2051,Aarna Wali,5/7/2023,4.52,459,3823.6
2052,Mishti Master,6/24/2023,4.76,149,2763.78
2053,Nirvi Biswas,9/10/2022,3.79,149,4503.65
2054,Chirag Tata,1/26/2023,4.71,232,1786.76
2055,Ela Bora,1/16/2023,4.35,191,1536.69
2056,Vardaniya Andra,1/27/2023,4.48,203,718.74
2057,Kimaya Ram,9/11/2022,4.6,70,3064.77
2058,Ayesha Yadav,8/2/2023,3.37,400,1902.3
2059,Nishith Bhalla,10/23/2022,4.05,166,3921.58
2060,Kavya Aurora,6/7/2023,4.91,494,3273.04
2061,Dhanuk Bhandari,9/4/2022,5,83,2203.8
2062,Divit Kade,11/3/2022,4.56,497,946.16
2063,Veer Srinivasan,8/30/2022,3.07,65,1121.54
2064,Lakshit Uppal,7/8/2023,4.51,194,1807.15
2065,Rohan Mane,7/20/2023,3.74,99,3512.92
2066,Alia Dixit,9/30/2022,4.79,152,1048.19
2067,Diya Issac,7/10/2023,4.8,318,2236.01
2068,Tushar Wadhwa,6/5/2023,3.29,368,3171.6
2069,Suhana Rama,4/11/2023,4.01,149,2951.45
2070,Rhea Iyer,9/21/2022,4.69,56,1829.95
2071,Vidur Dube,10/13/2022,3.4,63,849.87
2072,Nitya Desai,12/29/2022,3.7,224,3689.1
2073,Ivan Kuruvilla,10/20/2022,4.57,294,1082.81
2074,Damini Bal,4/5/2023,4.24,346,4212.4
2075,Vanya Chakraborty,11/2/2022,4.28,446,4113.35
2076,Jhanvi Saha,12/30/2022,4.75,414,3609.68
2077,Lakshay Tata,1/15/2023,4.47,458,3633.73
2078,Sana Ravi,3/24/2023,4.28,217,1925.67
2079,Sana Bhat,9/29/2022,3.9,352,3642.44
2080,Badal Borah,2/6/2023,4.16,319,1595.37
2081,Mahika Jha,4/30/2023,4.8,251,4901.76
2082,Mannat Bahri,4/4/2023,3.92,326,1440.92
2083,Azad Venkatesh,10/17/2022,4.1,418,2388.61
2084,Rati Kade,11/25/2022,4.94,480,3236.49
2085,Nitya Jha,4/27/2023,4.38,331,1556.89
2086,Kismat Sharaf,2/23/2023,4.98,85,3005.73
2087,Reyansh Sane,3/12/2023,3.42,487,3326.71
2088,Ishita Sankar,11/1/2022,3.6,90,3609.21
2089,Samaira Upadhyay,12/7/2022,3.4,99,4526.71
2090,Tara Loke,5/11/2023,4.72,317,4157.16
2091,Siya Ramanathan,4/14/2023,3.27,330,4102.29
2092,Jayant Malhotra,3/1/2023,3.78,292,4794.58
2093,Biju Grover,2/3/2023,4.02,131,4325.23
2094,Taimur Dave,5/25/2023,4.17,174,3303.31
2095,Tiya Ratta,12/4/2022,3.47,258,3993.76
2096,Parinaaz Chander,4/8/2023,4.7,201,2026.3
2097,Tiya Guha,2/11/2023,4.76,233,2502.36
2098,Dhruv Loyal,3/24/2023,3.88,458,1498.85
2099,Tarini Kannan,12/1/2022,3.61,186,4194.4
2100,Anaya Sani,10/19/2022,3.78,213,1102.8
2101,Riaan Shanker,4/14/2023,4,412,4485.85
2102,Vivaan Uppal,12/28/2022,3.92,391,4311.84
2103,Dishani Sankar,6/28/2023,3.68,179,2176.47
2104,Advika Kanda,3/27/2023,4.69,283,3017.38
2105,Zaina Khanna,3/24/2023,3.05,405,3000.61
2106,Advik Hayer,10/12/2022,4.42,55,2102.71
2107,Mahika Bal,4/8/2023,4.89,407,3082.05
2108,Bhavin Shetty,8/17/2022,4.65,144,3762.6
2109,Rohan Bhat,6/26/2023,3.63,201,2671.94
2110,Chirag Dani,5/11/2023,4.57,219,2640.52
2111,Shray Saraf,8/7/2023,4.97,197,917.75
2112,Vivaan Vaidya,6/17/2023,4.56,368,3400.14
2113,Diya Shan,3/15/2023,3.49,61,4683.41
2114,Shlok Sanghvi,12/17/2022,4.5,441,3033.27
2115,Jivika Grover,11/20/2022,4.39,415,854.15
2116,Shayak Thaman,8/4/2023,4.8,409,4753.44
2117,Shamik Kar,4/1/2023,3.42,393,3061.54
2118,Indrajit Taneja,6/9/2023,4.9,82,4112.49
2119,Vanya Dalal,3/2/2023,3.02,164,4448.98
2120,Dhruv Dasgupta,4/9/2023,3.95,230,3476.19
2121,Dhanuk Comar,3/1/2023,4.41,416,1113.82
2122,Gatik Sagar,11/14/2022,3.58,457,2043.44
2123,Ahana  Taneja,2/6/2023,4.83,394,2458.17
2124,Aarav Bhatnagar,5/12/2023,4.21,425,4419.27
2125,Ayesha Mall,2/26/2023,3.73,294,1575.06
2126,Shlok Dara,6/21/2023,3.05,284,1905.92
2127,Aaryahi Grover,8/7/2023,3.79,431,3161.55
2128,Kaira Ahluwalia,6/22/2023,3.66,151,1414.04
2129,Navya Sura,4/2/2023,3.17,168,949.73
2130,Vivaan Kapadia,9/4/2022,4.87,339,817.12
2131,Jhanvi Seth,9/16/2022,3.07,153,2948.63
2132,Vardaniya Boase,3/17/2023,3.95,98,3021.56
2133,Dharmajan Kothari,11/14/2022,4.21,177,2814.6
2134,Sumer Manne,8/2/2023,4.64,137,3569.16
2135,Alisha Kara,12/1/2022,3.64,390,3600.02
2136,Riya Luthra,6/22/2023,3.98,321,4355.15
2137,Kiaan Boase,4/11/2023,3.82,429,3243.95
2138,Jayan Gala,7/6/2023,4.82,429,1044.6
2139,Suhana Dhaliwal,11/16/2022,3.77,165,2002.83
2140,Nirvaan Sastry,5/5/2023,4.64,140,4668
2141,Bhamini Bala,5/10/2023,3.41,416,4746.9
2142,Samaira Mann,8/17/2022,3.91,367,1981.15
2143,Dhruv Deshmukh,8/11/2022,4.74,461,1366.51
2144,Yakshit Wason,2/11/2023,3.46,65,2877.51
2145,Yakshit Cherian,9/8/2022,4.7,370,2482.71
2146,Shray Subramaniam,12/4/2022,3.05,419,1361.03
2147,Khushi Sanghvi,5/27/2023,3.26,439,4850.52
2148,Pranay Kata,1/16/2023,3.58,164,4190.19
2149,Ranbir Krishna,8/15/2022,4.65,257,2976.2
2150,Jivika Sarkar,6/27/2023,3.03,409,912.07
2151,Nishith Guha,10/31/2022,4.91,299,3889.66
2152,Samaira Raval,10/23/2022,4.75,284,3287.66
2153,Damini Lala,1/3/2023,4.88,490,2834.63
2154,Eshani Lall,7/18/2023,4.4,275,4465.07
2155,Keya Hari,8/23/2022,3.65,214,1041.09
2156,Nitara Madan,6/23/2023,3.11,179,1706.62
2157,Stuvan Shankar,6/7/2023,4.38,456,747.85
2158,Alia Bir,11/10/2022,4.9,318,2849.5
2159,Jivin Boase,11/23/2022,3.64,132,4635.45
2160,Ehsaan Dani,9/4/2022,3.65,465,2952.09
2161,Ishita Kant,6/23/2023,3.32,328,3487.62
2162,Jivin Babu,1/19/2023,3.48,200,1124.65
2163,Kashvi Bakshi,2/17/2023,3.43,273,1959.97
2164,Diya Grewal,7/24/2023,3.68,67,1679
2165,Fateh Singh,12/14/2022,3.58,186,682.3
2166,Kismat Badami,3/15/2023,4.6,179,2610.99
2167,Keya Jain,10/17/2022,4.03,260,1383.05
2168,Divyansh Sangha,3/31/2023,4.28,201,3547.68
2169,Yuvaan Swamy,1/3/2023,3.45,283,1032.67
2170,Lakshit Ratti,8/7/2023,4.38,262,1695.01
2171,Diya Vohra,10/6/2022,3.9,359,3352.81
2172,Krish Tara,3/6/2023,4.52,437,3505.6
2173,Lavanya Luthra,11/15/2022,3.72,93,2208.91
2174,Jivika Kade,9/29/2022,4.79,451,2694.08
2175,Kabir Sama,11/9/2022,4.49,369,2880.23
2176,Kabir Uppal,2/3/2023,3.24,213,3585.07
2177,Riya Jhaveri,7/8/2023,4.67,89,3844.13
2178,Bhamini Tank,10/8/2022,4.31,388,4274.4
2179,Ritvik Kalla,8/14/2022,3.87,248,4505.29
2180,Tanya Sama,11/10/2022,3.41,131,2468.17
2181,Yashvi Tank,12/15/2022,4.35,254,1388.52
2182,Dharmajan Guha,5/25/2023,4.03,210,1863.9
2183,Neelofar Sinha,10/13/2022,4.38,302,613.24
2184,Nishith Cherian,8/24/2022,3.39,476,795.16
2185,Hridaan Anand,12/16/2022,3.14,390,824.56
2186,Ivana Viswanathan,7/26/2023,3.12,328,4013.8
2187,Aaina Agate,11/8/2022,3.13,348,1994.65
2188,Advika Ganguly,12/10/2022,4.2,75,3772.34
2189,Elakshi Chaudhuri,8/26/2022,4.76,418,1198.06
2190,Kimaya Thaman,11/17/2022,4.49,118,3869.91
2191,Hridaan Johal,11/19/2022,4.75,128,3278.59
2192,Divij Walia,10/29/2022,3.41,408,4607.58
2193,Hunar Doshi,6/18/2023,3.24,343,4132.82
2194,Emir Goda,9/17/2022,3.29,131,4678.29
2195,Damini Babu,1/16/2023,4.44,268,2359.36
2196,Gokul Kadakia,7/6/2023,3.23,487,2801.72
2197,Anahi Swaminathan,12/2/2022,3.12,135,3852.54
2198,Kabir Salvi,6/15/2023,4.02,449,3118.46
2199,Reyansh Bassi,7/29/2023,3.58,63,4558.11
2200,Aradhya Baria,3/22/2023,4.12,288,603.22
2201,Raghav Chaudhari,7/5/2023,4.15,406,2361.51
2202,Ayesha Keer,12/11/2022,3.56,55,2951.58
2203,Raunak Goda,2/14/2023,3.86,245,2825.3
2204,Lakshay Lalla,4/29/2023,3.25,457,3575.34
2205,Suhana Deep,12/30/2022,3.9,345,3033.13
2206,Prisha Dhawan,12/19/2022,3.61,81,3871.25
2207,Vritika Chakraborty,8/3/2023,4.05,469,1514.99
2208,Mehul Rau,11/14/2022,3.33,50,1376.56
2209,Dhruv Dani,1/5/2023,4.98,498,4773.79
2210,Advika Balan,3/7/2023,4.34,420,668.1
2211,Lavanya Setty,9/3/2022,3.14,291,3370.87
2212,Prisha Joshi,4/14/2023,3.42,195,1520.24
2213,Adah Rana,3/1/2023,4.05,421,4749.57
2214,Ojas Bath,7/1/2023,4.83,115,2718.93
2215,Darshit Anne,6/30/2023,3.58,323,4751.49
2216,Hiran Kapadia,9/26/2022,3.65,333,1574.51
2217,Pihu Lalla,7/31/2023,3.72,136,2015.39
2218,Shamik Goel,5/8/2023,3.76,379,4269.77
2219,Tiya Kade,4/3/2023,4.02,271,1354.53
2220,Ranbir Ghose,7/27/2023,4.8,297,3766.46
2221,Taimur Kalita,7/15/2023,4.83,180,3551.11
2222,Ryan Sachdev,3/16/2023,4.8,256,606.1
2223,Anvi Rau,3/15/2023,4.08,372,1411.3
2224,Aarav Lata,2/1/2023,4.73,236,1843.13
2225,Samaira Chakraborty,2/19/2023,4.26,379,3958.01
2226,Piya Banerjee,8/5/2023,4.73,100,1522.98
2227,Siya Bajwa,10/15/2022,4.67,400,3067.67
2228,Aaina Sarma,10/17/2022,3.46,90,3865.77
2229,Shanaya Taneja,10/6/2022,3.02,418,3724.62
2230,Jivika Khosla,5/11/2023,4.64,436,4659.35
2231,Nirvaan Baria,3/20/2023,3.75,489,1839.81
2232,Samaira Srivastava,10/6/2022,3.62,71,652.36
2233,Shaan Agrawal,6/10/2023,4.02,283,2100.3
2234,Krish Sagar,12/25/2022,3.5,141,1058.05
2235,Shalv Chauhan,8/16/2022,4.95,162,4126.21
2236,Eva Bandi,10/22/2022,3.3,272,1837.51
2237,Ivan Hegde,12/23/2022,4.2,293,4581.91
2238,Jayan Kumar,4/2/2023,3.9,126,4918.36
2239,Tarini Chadha,4/11/2023,3.16,215,4359.86
2240,Rania Viswanathan,11/4/2022,4.6,296,2819.43
2241,Raunak Choudhry,12/15/2022,4.73,270,4050.94
2242,Ivan Bala,3/27/2023,4.74,295,1504.9
2243,Ishaan Rege,8/19/2022,4.66,460,1115.18
2244,Anika Maharaj,8/29/2022,3.98,454,2048.32
2245,Prisha Babu,7/16/2023,3.69,394,3212.45
2246,Kiaan Kunda,11/26/2022,3.36,218,4006.87
2247,Nitya Din,4/14/2023,3.03,131,3505.91
2248,Piya Char,12/25/2022,4.08,433,830.51
2249,Ivan Atwal,6/22/2023,4.6,367,603.05
2250,Adah Banik,5/12/2023,4.6,328,3808.74
2251,Darshit Reddy,5/21/2023,3.53,403,3622.65
2252,Shalv Hans,11/15/2022,3.44,344,2874.15
2253,Rati Reddy,1/14/2023,4.61,321,3901.36
2254,Tara Loke,10/30/2022,4.29,52,3217.65
2255,Dhanush Gupta,9/15/2022,4.7,464,3871.88
2256,Misha Loke,7/30/2023,4.86,475,2818.36
2257,Gokul Sama,9/16/2022,3.95,383,1204.45
2258,Rati Ranganathan,1/4/2023,3.69,264,3930.07
2259,Zoya Sarraf,11/25/2022,4.11,176,4638.98
2260,Parinaaz Ravi,3/31/2023,4.86,378,4114.69
2261,Anika Tiwari,12/2/2022,4.52,371,3451.72
2262,Darshit Goyal,10/3/2022,3.35,105,4020
2263,Tarini Shroff,4/25/2023,3.44,236,3749.68
2264,Nishith Sani,7/26/2023,4.27,300,4887.01
2265,Hiran Chandran,12/13/2022,3.36,215,2379.37
2266,Mannat Borah,5/30/2023,3.42,196,4297.6
2267,Indrajit Mand,7/14/2023,3.3,407,701.46
2268,Shray Sibal,6/6/2023,3.54,149,1774.52
2269,Umang Rajagopal,11/16/2022,3.23,318,2965.64
2270,Riaan Srinivas,1/5/2023,3.91,397,2574.61
2271,Myra Sami,3/12/2023,4.38,135,3114.2
2272,Aniruddh Venkataraman,3/6/2023,4.66,470,2500.69
2273,Darshit Mann,6/26/2023,4.36,135,2031.99
2274,Tejas Aurora,11/29/2022,4.65,228,3709.16
2275,Samar Vaidya,9/16/2022,4.16,462,845.86
2276,Prerak Chandran,9/12/2022,3.46,433,3826.29
2277,Tarini Arora,7/10/2023,3.67,366,4777.03
2278,Gatik Agate,9/29/2022,3.75,304,2310.67
2279,Ela Aggarwal,8/13/2022,3.62,419,1520.04
2280,Rohan Dora,6/5/2023,4.42,398,3919.35
2281,Inaaya  Mann,3/26/2023,4.4,381,4469.58
2282,Jivika Barad,10/5/2022,3.24,353,554.75
2283,Kaira Golla,4/7/2023,3.42,271,1015.54
2284,Inaaya  Chhabra,4/5/2023,4.74,455,659.85
2285,Priyansh Korpal,8/10/2022,3.94,415,4141.8
2286,Amira Madan,11/9/2022,3.33,137,2027.52
2287,Indrans Wali,7/3/2023,4.84,183,2069.64
2288,Ishita Kant,5/2/2023,3.17,384,3248.85
2289,Darshit Gulati,9/6/2022,3.82,148,4765.24
