passenger_id,passenger_name,signup_date,total_rides,total_spent,rating
2947,Rasha Jha,5/6/2023,45,423.77,3.81
2948,Ranbir Acharya,3/15/2023,12,1973.06,4.48
2949,Ritvik Thakkar,10/17/2022,69,1876.05,3.79
2950,Renee Wali,12/17/2022,16,755.75,4.1
2951,Prerak Bose,4/26/2023,65,345.45,3.5
2952,Yasmin Saha,9/21/2022,63,863.11,4.83
2953,Shray Devi,1/5/2023,55,1974.64,3.16
2954,Anahita Kapadia,10/10/2022,12,1443.77,3.57
2955,Gatik Savant,9/4/2022,76,178.31,4.11
2956,Manjari Kohli,2/21/2023,37,124.53,3.87
2957,Vanya Devi,5/16/2023,28,1020.4,4.46
2958,Kaira Gaba,6/26/2023,26,1755.97,4.53
2959,Amani Kale,12/12/2022,87,1339.66,4.24
2960,Ivana Mangal,10/9/2022,38,157.88,3.35
2961,Armaan Sampath,9/25/2022,55,1064.25,3.57
2962,Misha Kannan,6/23/2023,61,608.13,3.41
2963,Navya Agate,9/10/2022,96,1840.56,3.41
2964,Samarth Dhaliwal,6/21/2023,29,1853.19,3.58
2965,Ira Andra,3/31/2023,54,677.21,3.85
2966,Umang Ghosh,5/5/2023,59,785.89,4.27
2967,Tarini Tailor,9/10/2022,97,1132.04,3.11
2968,Anahi Kibe,6/7/2023,51,1064.5,4.48
2969,Ritvik Gill,3/25/2023,34,1254.22,3.97
2970,Nitara Ben,5/24/2023,10,127.66,4.95
2971,Saira Uppal,4/24/2023,66,558.52,4.7
2972,Amani Kara,2/13/2023,22,355.64,3.65
2973,Ojas Garg,4/23/2023,95,1304.95,4.69
2974,Tejas Sandal,1/25/2023,15,392.35,3.83
2975,Darshit Kuruvilla,6/25/2023,70,514.37,4.44
2976,Uthkarsh Thaman,5/2/2023,19,1629.6,4.26
2977,Jivin Roy,8/10/2022,15,488.29,4.5
2978,Misha Cheema,2/21/2023,48,359.5,4.22
2979,Sumer Saraf,6/24/2023,86,1482.42,4.78
2980,Pari Datta,11/30/2022,15,1579.4,4.02
2981,Riaan Dixit,8/14/2022,93,165.69,3.86
2982,Riya Brar,10/1/2022,93,1725.63,4.85
2983,Taran Verma,3/1/2023,64,1635.42,4.75
2984,Alisha Datta,8/29/2022,79,1612.23,4.83
2985,Vihaan Babu,1/12/2023,36,165.34,3.67
2986,Raunak Aurora,1/28/2023,61,1893.74,4.44
2987,Nehmat Shenoy,4/26/2023,64,1672.84,4.44
2988,Armaan Chandran,7/8/2023,41,851.84,4.2
2989,Ahana  Suri,10/1/2022,85,117.16,3.24
2990,Damini Kashyap,12/19/2022,68,271.62,3.26
2991,Shamik Wagle,4/4/2023,34,702.91,4.59
2992,Lakshit Gara,4/27/2023,49,505.11,3.38
2993,Jayesh Handa,4/3/2023,49,1613.06,3.59
2994,Amani Srinivas,12/2/2022,80,1028.11,3.87
2995,Ryan Mangal,1/28/2023,29,994.52,3.91
2996,Jiya Kalita,12/5/2022,46,1699.48,3.7
2997,Anika Ratti,6/23/2023,68,691.68,4.16
2998,Oorja Chauhan,9/12/2022,40,1488.83,3.08
2999,Fateh Tank,12/2/2022,88,195.89,3.75
3000,Abram Tank,6/20/2023,77,853.93,3.74
3001,Jayan Chatterjee,11/13/2022,52,1505.04,3.16
3002,Vidur Dhillon,7/8/2023,47,589.73,4.29
3003,Misha Tata,10/23/2022,15,1799.53,4.18
3004,Onkar Bhatnagar,2/14/2023,56,933.89,3.31
3005,Divyansh Korpal,11/22/2022,21,1735.67,4.04
3006,Diya Chandra,4/24/2023,89,990.65,4.48
3007,Umang Saraf,1/22/2023,16,516.3,4.09
3008,Lakshay Garg,12/29/2022,95,762.68,4.13
3009,Amani Varughese,7/5/2023,39,487.04,3.31
3010,Miraya Chaudhary,1/5/2023,89,1487.26,4.45
3011,Faiyaz Savant,1/28/2023,27,1597.95,4.61
3012,Tanya Chaudhry,11/27/2022,24,1631.16,4.48
3013,Saira Golla,6/5/2023,43,873.99,3.95
3014,Shalv Kapadia,12/9/2022,27,940.12,4.53
3015,Rasha Bandi,3/5/2023,90,866.59,4.19
3016,Jivin Bahri,6/2/2023,13,1552.13,3.99
3017,Seher Mann,12/27/2022,28,1008.12,4.83
3018,Zeeshan Boase,5/8/2023,32,1465.92,3.03
3019,Umang Bajaj,4/27/2023,77,125.48,3.76
3020,Reyansh Mannan,9/20/2022,51,580.35,3.98
3021,Parinaaz Choudhury,11/18/2022,87,196.02,3.22
3022,Bhamini Roy,1/17/2023,30,1530.36,3.58
3023,Ryan Ramachandran,10/8/2022,32,1587.9,4.25
3024,Baiju Sawhney,5/5/2023,36,433.84,4.59
3025,Heer Chakrabarti,1/8/2023,32,1722.48,3.45
3026,Ahana  Gour,12/3/2022,80,614.22,4.48
3027,Devansh Bhalla,8/22/2022,29,978.54,4.48
3028,Manjari Krishnamurthy,10/10/2022,40,501.67,4.94
3029,Renee Bassi,3/15/2023,89,1117.36,4.56
3030,Indranil Garde,8/10/2022,27,666.69,4.78
3031,Miraya Devan,10/11/2022,82,1148.59,3.81
3032,Divyansh Walla,9/9/2022,10,918.43,4.02
3033,Keya Chandran,12/8/2022,53,1022.53,3.08
3034,Seher Kara,8/21/2022,33,1303.02,3.71
3035,Vanya Krish,4/26/2023,30,879.05,3.06
3036,Onkar Bath,11/6/2022,87,868.34,4.55
3037,Kimaya Gokhale,4/10/2023,78,289.92,4.14
3038,Nirvi Balasubramanian,7/2/2023,16,462.92,3.88
3039,Abram Dey,8/18/2022,53,1796.07,4.84
3040,Hrishita Kulkarni,3/17/2023,12,161.67,4.4
3041,Prerak Balakrishnan,9/13/2022,17,646.44,4.49
3042,Azad Wadhwa,1/4/2023,58,1387.58,3.69
3043,Arhaan Srinivasan,5/7/2023,85,968.08,3.27
3044,Zaina Sha,5/10/2023,99,482.4,4.52
3045,Shayak Ratta,2/6/2023,23,1129.63,4.07
3046,Elakshi Chakraborty,11/28/2022,67,1884.08,3.22
3047,Taimur Dhawan,8/15/2022,88,1221.78,3.18
3048,Tushar Atwal,3/5/2023,48,1824.71,4.9
3049,Rania Babu,10/28/2022,24,697.5,3.02
3050,Abram Saran,2/24/2023,25,1889.46,3.51
3051,Gatik Bhatnagar,6/23/2023,20,1175.37,3.53
3052,Lavanya Chhabra,12/14/2022,74,985.7,4.54
3053,Ishita Bal,6/16/2023,86,747.57,4.42
3054,Ojas Swaminathan,10/26/2022,78,291.96,3.51
3055,Inaaya  Lanka,11/22/2022,30,1509.24,3.43
3056,Samiha Bava,1/12/2023,97,1456.68,4.08
3057,Onkar Wadhwa,9/19/2022,23,1242.84,3.75
3058,Aayush Lad,4/2/2023,23,250.34,4.03
3059,Manikya Chad,7/9/2023,91,1929.77,4.9
3060,Divit Kothari,4/11/2023,45,1278.67,4.13
3061,Aayush Sekhon,6/8/2023,89,683.67,4.79
3062,Pihu Chandran,4/19/2023,45,121.19,3.67
3063,Kiara Wagle,6/1/2023,18,1538.67,4.65
3064,Ira Hans,6/27/2023,39,788.79,4.62
3065,Sana Bhatti,3/31/2023,78,1361.64,3.9
3066,Anvi Sehgal,5/27/2023,64,1484.48,4.97
3067,Chirag Talwar,6/1/2023,41,955.03,3.42
3068,Divit Apte,6/16/2023,84,826.98,3.21
3069,Kartik Chaudry,3/23/2023,97,1533.48,4.57
3070,Piya Bail,6/28/2023,60,1834.43,3.61
3071,Kiaan Shanker,10/19/2022,52,1690.34,3.67
3072,Manjari Manne,2/24/2023,42,1982.31,3.06
3073,Baiju Hayre,5/8/2023,82,741.27,4.89
3074,Vaibhav Sur,4/4/2023,44,437.89,4.52
3075,Yakshit Sodhi,10/8/2022,86,964.36,3.24
3076,Manjari Sethi,5/6/2023,95,617.85,3.52
3077,Prerak Rastogi,5/31/2023,79,1962.22,4.92
3078,Keya Sengupta,1/6/2023,91,1641.77,3.24
3079,Rasha Malhotra,11/21/2022,31,1709.95,3.7
3080,Eshani Bhatti,6/4/2023,44,1902.71,4.16
3081,Neysa Rajan,6/8/2023,49,1032.39,3.68
3082,Aradhya Hari,12/23/2022,29,1610.08,3.99
3083,Zeeshan Anand,2/23/2023,34,1618.21,3.36
3084,Shamik Banik,4/24/2023,30,887.8,4.73
3085,Nitya Vasa,8/10/2022,17,523.73,3.96
3086,Anahi Raman,4/24/2023,42,1833.52,3.49
3087,Ishaan Varughese,5/6/2023,44,1159.88,3.5
3088,Shanaya Bandi,4/1/2023,31,1024.11,3.4
3089,Mohanlal Dhawan,1/14/2023,38,488.41,3.83
3090,Amani Karpe,7/2/2023,21,1264.1,3.46
3091,Madhav Edwin,4/29/2023,26,1412.51,4.46
3092,Saanvi Tak,9/26/2022,80,292.74,3.72
3093,Mishti Sankaran,2/23/2023,36,1198.44,3.18
3094,Hridaan Grover,3/21/2023,49,256.32,4.88
3095,Inaaya  Master,10/15/2022,67,1978.99,4.24
3096,Krish Krishna,2/10/2023,88,1333.49,4.94
3097,Purab Datta,12/11/2022,97,648.39,3.99
3098,Fateh Setty,2/4/2023,13,309.53,4.21
3099,Akarsh Gaba,8/10/2022,20,691.48,4.11
3100,Indranil Luthra,10/3/2022,93,665.59,4.43
3101,Keya Devan,11/4/2022,95,1873.42,3.57
3102,Piya Hora,1/8/2023,23,127.46,4.6
3103,Vardaniya Konda,3/27/2023,84,435.69,3.54
3104,Samaira Varma,6/14/2023,51,1124.98,4.82
3105,Hridaan Bhavsar,6/26/2023,17,115.14,4.74
3106,Biju Gara,4/26/2023,35,1320.63,4.9
3107,Sana Ramakrishnan,8/26/2022,92,1834.7,4.41
3108,Jayant Kibe,1/27/2023,61,1931.42,3.94
3109,Renee Doshi,1/25/2023,16,758.43,4.69
3110,Rhea Sule,11/4/2022,61,601.98,4.46
3111,Yashvi Sodhi,3/5/2023,94,202.15,4
3112,Ojas Sethi,11/30/2022,45,1977.02,4.56
3113,Vihaan Garde,6/15/2023,84,419.6,4.85
3114,Tushar Khosla,5/5/2023,58,484.44,3.16
3115,Rania Singhal,8/27/2022,15,808.02,4.55
3116,Arhaan Lalla,11/24/2022,93,1523.12,4.38
3117,Suhana Baria,5/20/2023,36,388.2,3.39
3118,Trisha Bajwa,9/26/2022,64,999.68,3.19
3119,Hridaan Loyal,3/27/2023,84,724.66,3.1
3120,Prerak Lata,7/6/2023,20,881.41,3.05
3121,Lakshit Khalsa,11/7/2022,51,1206.57,3.96
3122,Rania Devi,6/22/2023,96,1242.51,4.57
3123,Saira Badami,11/28/2022,20,125.08,3.35
3124,Jivin Dhillon,8/28/2022,81,943.61,4.69
3125,Miraya Kuruvilla,1/21/2023,48,324.15,3.97
3126,Indranil Bera,6/1/2023,66,709.06,3.2
3127,Mohanlal Mallick,11/2/2022,38,1589.91,3.85
3128,Madhup Viswanathan,10/12/2022,84,922.64,4.9
3129,Rati Aurora,2/19/2023,39,1976.32,3.64
3130,Lakshay Brahmbhatt,11/3/2022,88,215.44,3.13
3131,Dhruv Barman,9/13/2022,11,587.81,3.25
3132,Nirvaan Badami,6/14/2023,24,1102.1,4.38
3133,Mehul Ray,1/16/2023,74,304.79,3.33
3134,Prerak Solanki,6/17/2023,46,1246.08,4.58
3135,Dishani Kaur,2/11/2023,35,379.41,3.64
3136,Umang Bandi,8/15/2022,81,1107.32,4.57
3137,Tara Bajwa,2/26/2023,39,1557.25,4.58
3138,Sara Yadav,4/27/2023,58,1881.33,3.47
3139,Pranay Lalla,6/9/2023,11,1178.42,3.96
3140,Eshani Chand,2/25/2023,47,1393.56,4.84
3141,Farhan Raj,4/7/2023,23,123.4,3.96
3142,Kashvi Wali,12/27/2022,100,1307.14,4.46
3143,Jivin Samra,12/8/2022,26,566.99,4.56
3144,Bhamini Vohra,1/3/2023,58,363.37,3.96
3145,Navya Borah,1/20/2023,48,420.03,3.13
3146,Jivika Ben,9/12/2022,50,1794.55,3.64
3147,Dharmajan Varkey,10/20/2022,89,1867.05,3.55
3148,Chirag Tara,3/27/2023,48,768.65,4.87
3149,Taimur Khurana,5/20/2023,77,1270.57,3.3
3150,Advik Baral,5/15/2023,21,1234.6,4.61
3151,Kartik Korpal,3/14/2023,11,1449.92,4.23
3152,Ahana  Kara,5/28/2023,52,988.13,4.5
3153,Navya Sami,1/4/2023,14,468.74,4.14
3154,Pranay Chaudhari,1/12/2023,94,420.47,4.32
3155,Drishya Bir,5/18/2023,26,811.8,3.07
3156,Veer Som,9/25/2022,54,1950.4,3.47
3157,Nitya Dube,6/13/2023,54,1441.24,4.7
3158,Aniruddh Johal,12/28/2022,100,1960.55,4.21
3159,Lakshit Srinivas,2/15/2023,13,394.18,3.73
3160,Anya Sibal,8/21/2022,71,781.08,3.91
3161,Ojas Kashyap,6/6/2023,27,339.01,3.21
3162,Ahana  Gupta,8/29/2022,78,920.28,3.36
3163,Aniruddh Sharma,1/8/2023,31,1089.36,4.47
3164,Saira Chana,5/2/2023,96,488.84,3.31
3165,Sana Ravi,1/23/2023,24,1083.72,4.16
3166,Krish Rege,3/15/2023,73,1508.16,4.2
3167,Tarini Bajaj,8/11/2022,95,1568.29,4.47
3168,Zaina Bava,2/1/2023,62,1285.29,4.2
3169,Seher Dhar,3/17/2023,14,244.46,4.18
3170,Saira Sachar,10/5/2022,18,362.22,3.15
3171,Mahika Shan,12/6/2022,28,787.39,3.6
3172,Lakshay Mahal,6/5/2023,52,1302.67,3.94
3173,Shayak Sawhney,10/31/2022,70,1918.23,4.85
3174,Divyansh Dube,1/20/2023,11,532.16,4.57
3175,Miraya Sachar,11/11/2022,32,442.14,3.78
3176,Aarna Bhat,11/19/2022,27,368.55,3.54
3177,Indrans Deol,9/25/2022,86,1862.53,4.47
3178,Purab Goel,2/22/2023,29,1097.2,3.71
3179,Siya Viswanathan,11/3/2022,34,1864.14,3.87
3180,Divyansh Ratta,8/20/2022,13,873.52,4.81
3181,Miraya Desai,6/7/2023,96,1362.31,4.75
3182,Zeeshan Bhatt,6/1/2023,14,177.86,3.37
3183,Divij Tailor,1/2/2023,41,803.65,3.56
3184,Jivika Apte,7/5/2023,20,1879.14,4.5
3185,Inaaya  Thakur,10/20/2022,65,1543.53,3.58
3186,Nishith Gole,1/28/2023,46,1216.64,4.41
3187,Aarna Kamdar,2/11/2023,62,106.05,3.58
3188,Ivana Karan,12/11/2022,40,1298.62,4.91
3189,Anahita Ramaswamy,2/27/2023,66,229.49,3.13
3190,Eva Edwin,12/12/2022,55,1365.72,3.44
3191,Vivaan Dhingra,10/21/2022,27,893.01,3.77
3192,Armaan Sachdev,10/7/2022,92,1825.31,3.88
3193,Vaibhav Solanki,6/16/2023,88,1154.49,3.19
3194,Lavanya Manda,2/1/2023,17,467.23,4.21
3195,Kavya Kaul,10/8/2022,87,1899.02,3.33
3196,Baiju Madan,12/4/2022,85,1128.34,3.22
3197,Jayant Kant,7/2/2023,92,1989.58,3.63
3198,Umang Chahal,9/15/2022,36,857.27,4.68
3199,Kaira Butala,2/9/2023,95,1358.91,4.75
3200,Shamik Tak,2/8/2023,70,1272.2,3.74
3201,Taimur Mangal,8/22/2022,34,1373.31,4.59
3202,Dhruv Bal,7/2/2023,53,1833.99,4.67
3203,Himmat Bhakta,10/19/2022,25,432.45,3.61
3204,Neysa Ratta,4/21/2023,58,771.38,4.59
3205,Yasmin Bose,9/24/2022,48,1925.55,4.68
3206,Kabir Luthra,5/6/2023,93,1173.54,3.87
3207,Anya Wali,11/28/2022,66,773.16,3.76
3208,Aaryahi Mammen,3/30/2023,15,677.26,4.63
3209,Jivin Rajan,9/6/2022,11,630.13,3.36
3210,Rohan Boase,3/10/2023,21,612.12,3.94
3211,Siya Bhattacharyya,3/27/2023,72,1899.71,4.38
3212,Vidur Shan,1/8/2023,97,505.35,3.46
3213,Tara Khurana,6/7/2023,28,752.54,4.06
3214,Tara Sodhi,4/14/2023,46,843.81,4.72
3215,Shray Dayal,3/18/2023,93,1645.42,4.94
3216,Damini Kant,8/23/2022,50,153.9,3.85
3217,Umang Chana,3/5/2023,74,756.64,4.39
3218,Renee Subramaniam,11/21/2022,43,137.79,3.6
3219,Pari Chacko,3/29/2023,78,1019.2,4.81
3220,Gatik Bera,3/2/2023,70,863.94,4.75
3221,Tejas Barad,7/8/2023,64,1618.63,3.62
3222,Alia Sarraf,6/3/2023,50,885.26,3.7
3223,Nitara Bora,3/12/2023,12,985.62,3.51
3224,Aaryahi Ramaswamy,11/1/2022,37,806.14,3.04
3225,Anaya Thakkar,4/6/2023,24,489.09,4.68
3226,Kavya Khare,11/14/2022,64,912.91,3.15
3227,Shray Dave,5/1/2023,57,1027.75,3.54
3228,Urvi Datta,9/20/2022,28,1168.95,3.71
3229,Ojas Luthra,9/17/2022,89,602.07,4.84
3230,Armaan Chada,8/20/2022,94,333.33,4.63
3231,Alisha Sarma,2/17/2023,91,318.73,3.88
3232,Jivin Kakar,3/21/2023,68,1347.76,4.18
3233,Dhruv Dube,5/19/2023,72,1131.11,3.07
3234,Zoya Bassi,3/16/2023,12,1907.05,4.97
3235,Azad Bhargava,9/30/2022,98,321.91,4.94
3236,Amira Agarwal,4/3/2023,21,511.95,3.99
3237,Anika Hans,3/15/2023,14,1696.64,3.36
3238,Darshit Gulati,9/29/2022,47,1274.93,3.6
3239,Darshit Kunda,9/25/2022,66,333.76,3.88
3240,Arnav Rau,6/26/2023,84,1045.49,3.34
3241,Himmat Shan,4/20/2023,21,1615.51,4.95
3242,Prisha Rout,11/9/2022,86,1384.55,3.32
3243,Tushar Yohannan,1/14/2023,77,1917.21,3.06
3244,Darshit Deshpande,4/20/2023,38,1518.03,3.27
3245,Hansh Tiwari,4/2/2023,15,253.41,3.11
3246,Manjari Suresh,11/11/2022,59,571.72,4.13
3247,Pranay Brahmbhatt,9/16/2022,57,1142.98,3.37
3248,Nitya Dugal,10/11/2022,62,1811.07,4.5
3249,Anahi Khanna,2/26/2023,25,833.29,4.77
3250,Vivaan Bakshi,1/12/2023,60,234.78,4.09
3251,Kiaan Raj,10/18/2022,100,933.67,3.1
3252,Anika Sane,11/13/2022,77,996.93,3.71
3253,Fateh Bains,8/19/2022,66,1437.78,4.89
3254,Aarush Sundaram,6/26/2023,13,565.29,4.46
3255,Ishaan Bahri,10/24/2022,51,272.44,3.69
3256,Rhea Kant,2/24/2023,90,598.58,4.63
3257,Nishith Ramanathan,5/28/2023,59,788.66,3.61
3258,Vivaan Bhatti,12/29/2022,31,727.07,4.17
3259,Shaan Yadav,8/30/2022,14,1061.16,4.06
3260,Shamik Sama,8/10/2022,11,221.61,4.35
3261,Sumer Vala,11/18/2022,32,951.11,3.06
3262,Jivika Shanker,2/8/2023,90,251.1,3.34
3263,Shayak Gupta,3/18/2023,90,1659.45,3.44
3264,Yakshit Manne,1/28/2023,16,543.49,4.19
3265,Madhup Seshadri,6/5/2023,11,1950.91,4.68
3266,Tejas Wable,1/14/2023,10,1988.49,4.05
3267,Bhamini Thakkar,6/30/2023,65,923.31,4.48
3268,Hansh Zacharia,3/15/2023,12,957,3.76
3269,Taran Dash,6/15/2023,39,1626.56,3.84
3270,Adah Ramanathan,12/26/2022,21,1446.76,4.05
3271,Dharmajan Sur,12/26/2022,79,130.87,3.72
3272,Raghav Zacharia,11/23/2022,37,1274.58,3.21
3273,Baiju Kakar,6/22/2023,29,602.41,4.09
3274,Badal Zachariah,5/16/2023,68,1745.84,4.26
3275,Shayak Vaidya,10/9/2022,80,975.5,3.45
3276,Veer Chokshi,5/2/2023,43,1549.57,4.68
3277,Aaina Bali,9/6/2022,95,1361.23,3.6
3278,Jivika Sarraf,9/14/2022,42,797.87,3.66
3279,Nishith Toor,9/6/2022,84,748.8,4.82
3280,Heer Chadha,10/14/2022,60,1641.8,3.22
3281,Miraya Anand,5/21/2023,26,877.82,4.97
3282,Riaan Dhawan,2/3/2023,41,1725.39,4.12
3283,Charvi Deshmukh,12/28/2022,26,142.64,3.05
3284,Prerak Kaur,5/21/2023,52,1490.77,3.57
3285,Taimur Rout,5/9/2023,83,158.1,4.45
3286,Krish Dutt,6/17/2023,57,1362.29,4.25
3287,Madhup Ramachandran,9/1/2022,17,380.82,3.56
3288,Yashvi Bhatnagar,10/4/2022,100,194.04,4.89
3289,Saira Yohannan,1/5/2023,82,1432.62,3.93
3290,Yuvraj  Garde,12/12/2022,52,524.76,4.91
3291,Rhea Bala,8/20/2022,72,1216.29,3.78
3292,Madhav Krishnamurthy,11/24/2022,76,1449.72,3.4
3293,Indranil Chatterjee,9/24/2022,65,346.38,3.39
3294,Gokul Kashyap,5/18/2023,94,1436.49,3.5
3295,Hunar Bassi,6/5/2023,25,645.94,4.54
3296,Anahita Shan,10/31/2022,66,170.34,4.53
3297,Dishani Tiwari,12/22/2022,44,1803.6,4.73
3298,Nirvaan Rege,4/15/2023,54,1544.39,3.02
3299,Dishani Datta,4/18/2023,63,1490.83,4.74
3300,Khushi Sodhi,12/30/2022,70,592.42,3.98
3301,Sara Sengupta,8/21/2022,75,475.67,3.9
3302,Zaina Varkey,6/17/2023,85,683.09,4.65
3303,Jayesh Mandal,10/2/2022,52,759.63,3.46
3304,Zara Rao,9/2/2022,74,1676.77,3.81
3305,Gatik Wable,3/23/2023,36,1436.25,3.65
3306,Dhanuk D’Alia,4/16/2023,79,1150.86,4.65
3307,Eva Korpal,2/1/2023,32,1034.42,3.94
3308,Ira Biswas,2/11/2023,48,1939.46,4.53
3309,Alisha Bose,5/16/2023,53,1073.77,4.2
3310,Divyansh Gupta,7/4/2023,37,333.09,3.59
3311,Saira Amble,3/11/2023,72,1636.22,4.59
3312,Kaira Bajwa,9/29/2022,56,892.97,4.54
3313,Nitara Dass,1/25/2023,15,579.23,3.17
3314,Siya Wadhwa,10/28/2022,48,1918.53,4.26
3315,Rania Sathe,5/12/2023,77,1992.23,3.22
3316,Devansh Ganguly,1/6/2023,26,668.64,3.19
3317,Pihu Bala,4/29/2023,80,1681.87,3.08
3318,Faiyaz Sandal,3/28/2023,12,263.94,4.34
3319,Shamik Keer,3/15/2023,66,332.77,3.34
3320,Chirag Dugar,1/31/2023,93,164.84,3.36
3321,Azad Bose,1/28/2023,51,1574.26,3.24
3322,Nayantara Datta,1/5/2023,44,869.34,4.92
3323,Kimaya Karpe,2/5/2023,54,930.78,3.04
3324,Anay Sawhney,6/14/2023,44,649.68,4.26
3325,Aradhya Manne,2/9/2023,62,1308.27,4.68
3326,Miraan Datta,10/31/2022,80,1052.5,4.25
3327,Ojas Arya,10/1/2022,71,111.79,3.81
3328,Lakshay Dhar,6/12/2023,47,1745.48,4.51
3329,Piya Bhattacharyya,10/22/2022,78,135.52,3.91
3330,Dhanush Wali,12/2/2022,88,1128.8,3.05
3331,Mahika Sampath,4/25/2023,64,381.65,3.39
3332,Yasmin Rajagopal,12/10/2022,46,1640.42,4.32
3333,Renee Buch,2/13/2023,100,796.79,3.56
3334,Zara Viswanathan,11/8/2022,60,489.51,4.28
3335,Riya Varghese,1/22/2023,50,1090.25,3.27
3336,Darshit Bains,6/4/2023,25,1075.94,4.13
3337,Baiju Suresh,1/3/2023,61,783.71,3.08
3338,Manikya Rama,9/8/2022,48,1707.72,4.53
3339,Romil Tara,1/11/2023,33,573.89,3.14
3340,Sana Sood,11/15/2022,13,1884.24,4.19
3341,Saira Khalsa,6/27/2023,60,1785.71,3.65
3342,Anya Joshi,5/16/2023,58,334.47,3.35
3343,Chirag Wali,5/21/2023,52,277.61,3.87
3344,Anahita Magar,3/21/2023,74,642.5,4.46
3345,Ela Bahri,1/6/2023,41,672.21,4.13
3346,Prerak Gopal,9/11/2022,35,1343.63,4.08
3347,Kiaan Rastogi,9/10/2022,93,1141.91,4.37
3348,Renee Dubey,6/1/2023,41,1807.88,3.37
3349,Sahil Sanghvi,3/15/2023,27,192.97,4.78
3350,Jayesh Seth,11/11/2022,83,484.91,3.31
3351,Shayak Bath,8/30/2022,97,1261.54,3.37
3352,Shlok Roy,11/25/2022,50,262.1,4.1
3353,Romil Sathe,2/1/2023,14,446.19,3.46
3354,Chirag Bumb,6/9/2023,18,1947.89,4.69
3355,Zoya Rajagopalan,5/27/2023,30,224.27,3.99
3356,Ryan Bhavsar,12/12/2022,72,1927.37,4.96
3357,Riya Khalsa,12/4/2022,51,523.17,3.71
3358,Aniruddh Kala,11/19/2022,31,1823.94,3.99
3359,Jayesh Jayaraman,3/2/2023,52,763.69,3.61
3360,Zain Mallick,10/31/2022,18,609.82,4.98
3361,Raunak Ganguly,2/2/2023,14,1304.39,4.67
3362,Parinaaz Desai,9/27/2022,17,1926.25,4.91
3363,Rohan Kari,11/4/2022,73,1035.03,3.73
3364,Adira Garg,12/19/2022,29,462.33,4.54
3365,Gokul Talwar,2/20/2023,98,537.55,4.44
3366,Jayant Sood,7/3/2023,89,1675.29,4.39
3367,Seher Dhingra,1/14/2023,81,958.8,3.34
3368,Shanaya Bath,11/4/2022,16,1359.11,3.57
3369,Nehmat Vohra,4/19/2023,78,559.47,3.83
3370,Prerak Shere,5/13/2023,97,1873.6,3.09
3371,Ishaan Choudhury,5/19/2023,95,1923.4,4.61
3372,Kismat Sha,10/11/2022,68,1999.48,4.22
3373,Hridaan Borah,9/21/2022,77,1251.68,4.34
3374,Sara Balay,7/1/2023,30,1590.01,4.36
3375,Faiyaz Halder,6/26/2023,21,997.54,4.19
3376,Yasmin Bhattacharyya,3/30/2023,66,604.21,3.03
3377,Khushi Samra,11/20/2022,61,763.52,4.9
3378,Kartik Rau,5/23/2023,80,920.8,3.22
3379,Baiju Ravel,2/21/2023,60,1055.13,3.33
3380,Kanav Halder,12/4/2022,69,1781.76,3.81
3381,Veer Gandhi,7/9/2023,69,899.81,4.15
3382,Indrans Hans,3/10/2023,29,824.53,4.22
3383,Miraan Chaudhry,10/12/2022,86,537.84,3.98
3384,Parinaaz Kapur,2/20/2023,66,1205.39,3.47
3385,Zaina Kibe,3/18/2023,17,373.12,4.15
3386,Vidur Suresh,3/21/2023,73,365.77,4.7
3387,Anvi Ramaswamy,10/23/2022,48,1834.73,4.28
3388,Shamik Tripathi,2/19/2023,91,1155.74,3.43
3389,Sara Vala,5/19/2023,71,938.71,4.57
3390,Samarth Kothari,12/27/2022,55,1118.22,3.43
3391,Rati Deep,9/21/2022,51,857.05,4.61
3392,Amani Devan,2/16/2023,46,631.3,4.3
3393,Uthkarsh Ganesan,11/27/2022,87,442.96,3.78
3394,Manikya Kaul,10/23/2022,88,1499.74,4.62
3395,Riya Dayal,4/15/2023,84,1605.35,3.17
3396,Anika Majumdar,3/11/2023,42,1845.62,4.9
3397,Manjari Johal,5/15/2023,38,1201.53,3.63
3398,Mahika Chopra,1/7/2023,66,1941.33,3.24
3399,Kanav Khurana,7/10/2023,69,692.24,4.69
3400,Vaibhav Madan,7/5/2023,59,1843.66,4.25
3401,Kiaan Randhawa,11/30/2022,42,529.12,3.43
3402,Shanaya Bobal,3/18/2023,92,1923.14,3.48
3403,Farhan Cheema,4/24/2023,78,116.87,3.55
3404,Renee Tandon,9/8/2022,58,303.5,4.08
3405,Seher Devi,4/5/2023,41,1784.41,3.54
3406,Seher Srivastava,3/19/2023,20,329.83,3.75
3407,Kavya Ravi,12/18/2022,75,1773.23,3.33
3408,Lagan Deol,12/20/2022,83,676.02,3.89
3409,Alisha Malhotra,9/5/2022,33,1497.41,4.82
3410,Mamooty Dara,10/22/2022,95,645.8,4.23
3411,Shlok Sen,10/18/2022,43,155.5,4.64
3412,Ritvik Khare,4/6/2023,29,1710.08,4.86
3413,Divit Lala,5/17/2023,89,600.33,4.86
3414,Rohan Shetty,9/27/2022,71,1082.71,3.64
3415,Manjari Bora,5/16/2023,31,294.46,3.24
3416,Priyansh Trivedi,9/23/2022,96,1802.9,4.27
3417,Anahi Borah,11/22/2022,63,979.17,3.81
3418,Shaan Chaudhry,12/8/2022,66,525.72,3.49
